Week,Day,Date,Time,Home,xG_H,Score,xG_A,Away,Attendance,Venue,Referee,Possession_H,Possession_A,PassCompleted_H,PassTotal_H,PassCompleted_A,PassTotal_A,ShotsTarget_H,ShotsTotal_H,ShotsTarget_A,ShotsTotal_A,SaveCompleted_H,SaveTotal_H,SaveCompleted_A,SaveTotal_A,Fouls_H,Fouls_A,Corners_H,Corners_A,Crosses_H,Crosses_A,Touches_H,Touches_A,Tackles_H,Tackles_A,Interceptions_H,Interceptions_A,Aerials_H,Aerial_A,Clearances_H,Clearances_A,Offsides_H,Offsides_A,Goal_Kicks_H,Goal_Kicks_A,Throw_Ins_H,Throw_Ins_A,Long_Balls_H,Long_Balls_A
27,Wed,2023-10-18,21:30,Vasco da Gama,1.9,1–0,0.8,Fortaleza,"20,255",Estádio Club de Regatas Vasco da Gama,Leandro Pedro Vuaden,49%,51%,330,427,364,453,8,18,4,12,4,4,7,8,7,9,6,6,19,21,551,566,21,12,7,12,21,13,20,18,1,1,9,11,22,21,47,68
27,Wed,2023-10-18,21:30,Bahia,2.0,1–0,0.6,Internacional,"31,385",Itaipava Arena Fonte Nova,Marcelo de Lima Henrique,47%,53%,317,419,377,480,4,14,1,12,1,1,3,4,14,13,5,3,17,12,537,590,16,23,5,5,14,11,21,16,4,0,9,8,18,25,47,54
27,Wed,2023-10-18,21:30,Goiás,0.5,2–0,0.5,São Paulo,"12,685",Estádio de Hailé Pinheiro,Rodrigo José Pereira de Lima,26%,74%,168,259,652,739,2,7,3,8,3,3,0,2,18,15,6,3,13,14,357,829,23,15,13,8,11,16,19,9,0,0,11,4,13,21,66,86
27,Thu,2023-10-19,21:30,Fluminense,1.9,3–3,2.1,Corinthians,"35,096",Estadio Jornalista Mário Filho,Paulo Zanovelli,75%,25%,669,778,185,253,10,24,2,6,0,2,7,10,15,15,15,1,57,7,876,394,8,18,4,8,10,13,7,58,2,2,2,12,28,8,68,49
28,Sat,2023-10-21,17:30 (18:30),Cuiabá,1.3,1–1,1.8,Goiás,"14,956",Arena Pantanal,Anderson Daronco,59%,41%,429,527,278,359,5,16,2,9,2,2,4,5,13,17,13,2,42,7,621,477,17,12,4,6,21,18,15,34,4,5,5,15,16,17,70,84
28,Sat,2023-10-21,18:30,São Paulo,3.2,3–0,0.1,Grêmio,"47,132",Estádio do Morumbi,André Luiz Skettino Policarpo Bento,57%,43%,400,489,250,363,7,20,2,3,2,2,4,7,24,17,6,3,14,12,607,452,15,22,9,11,12,11,18,13,1,2,3,13,16,13,66,51
28,Sat,2023-10-21,18:30,Bahia,1.2,2–0,0.5,Fortaleza,"44,761",Itaipava Arena Fonte Nova,Rodrigo José Pereira de Lima,48%,52%,303,388,329,414,3,16,5,10,5,5,1,3,23,13,7,2,18,12,503,519,23,13,13,7,15,18,17,17,0,5,10,11,15,16,59,64
28,Sun,2023-10-22,15:00,Botafogo (RJ),0.9,1–1,1.1,Ath Paranaense,,Estádio Nilton Santos,Matheus Delgado Candançan,61%,39%,519,614,303,400,5,10,2,10,1,2,4,5,11,12,6,3,24,14,706,504,16,16,12,6,15,17,12,35,1,4,7,7,20,15,84,67
28,Sun,2023-10-22,16:00,Flamengo,0.5,1–0,1.1,Vasco da Gama,"69,473",Estadio Jornalista Mário Filho,Raphael Claus,47%,53%,346,429,384,487,5,10,7,17,7,7,4,5,10,15,7,8,16,32,555,591,16,19,13,7,16,22,25,19,1,1,5,6,11,22,57,60
28,Sun,2023-10-22,16:00,Internacional,1.6,7–1,1.6,Santos,"36,584",Estádio José Pinheiro Borba,Paulo Zanovelli,51%,49%,421,483,377,459,7,13,3,9,2,3,1,7,18,9,3,6,4,19,584,540,11,14,15,5,8,9,16,8,2,0,5,4,19,15,46,60
28,Sun,2023-10-22,16:00,Atlético Mineiro,0.6,0–1,0.9,Cruzeiro,"42,058",Arena MRV,Ramon Abatti,53%,47%,373,462,303,402,1,9,4,14,4,4,1,1,24,15,1,7,16,16,581,508,22,16,9,9,13,17,22,17,0,3,8,8,22,27,68,75
28,Sun,2023-10-22,18:30,RB Bragantino,2.2,1–0,0.5,Fluminense,"6,813",Estádio Nabi Abi Chedid,Wilton Pereira Sampaio,42%,58%,325,400,462,556,1,20,5,12,5,5,1,1,17,13,7,3,14,7,520,668,23,25,8,5,7,7,7,9,0,3,7,13,19,23,62,48
28,Sun,2023-10-22,18:30,Coritiba,0.6,0–2,1.1,Palmeiras,"19,387",Estádio Major Antônio Couto Pereira,Rafael Rodrigo Klein,46%,54%,342,441,390,510,2,13,6,19,4,6,2,2,13,18,3,6,21,31,559,619,9,21,9,6,14,12,30,24,2,2,14,5,21,20,57,85
28,Sun,2023-10-22,18:30,Corinthians,1.3,1–1,0.7,América (MG),"38,121",Neo Química Arena,Yuri Elino Ferreira da Cruz,70%,30%,599,719,220,306,6,20,4,13,3,4,5,6,15,13,4,4,29,16,804,430,12,14,7,11,17,13,12,35,1,0,13,10,37,15,74,70
29,Wed,2023-10-25,19:00,RB Bragantino,1.9,1–2,1.4,Atlético Mineiro,"5,494",Estádio Nabi Abi Chedid,Marcelo de Lima Henrique,58%,42%,368,481,239,355,3,13,3,8,2,3,2,3,13,13,17,5,42,14,595,496,12,31,8,12,21,24,22,43,1,4,7,11,25,22,71,88
29,Wed,2023-10-25,19:00,Ath Paranaense,3.1,3–2,0.9,América (MG),"20,672",Estádio Joaquim Américo Guimarães,Anderson Daronco,57%,43%,415,527,271,390,8,22,6,12,4,6,5,8,14,14,14,5,27,15,646,495,6,13,7,4,23,16,19,27,3,0,8,13,16,15,69,81
29,Wed,2023-10-25,19:00,Fluminense,2.7,5–3,0.6,Goiás,"4,793",Estadio Jornalista Mário Filho,Leandro Pedro Vuaden,65%,35%,576,664,285,361,7,19,4,9,1,4,3,7,14,21,6,1,20,13,755,471,8,14,6,10,12,12,10,24,3,1,7,7,18,19,49,42
29,Wed,2023-10-25,20:00,Cruzeiro,2.0,3–0,0.3,Bahia,"36,104",Estádio Governador Magalhães Pinto,Flavio de Souza,40%,60%,307,384,508,586,5,14,0,6,0,0,3,5,11,10,1,2,14,16,483,670,19,16,8,5,8,6,17,9,1,1,7,9,17,20,51,57
29,Wed,2023-10-25,20:00,Palmeiras,2.4,5–0,0.1,São Paulo,"32,618",Allianz Parque,Raphael Claus,46%,54%,317,390,382,453,7,11,0,3,0,0,3,7,15,16,5,0,16,6,474,546,18,10,7,6,9,5,8,13,3,2,8,6,6,17,77,61
29,Thu,2023-10-26,19:00,Vasco da Gama,1.0,1–2,1.6,Internacional,"20,098",Estádio Club de Regatas Vasco da Gama,Luiz Flávio de Oliveira,53%,47%,450,540,415,479,5,15,5,9,3,5,4,5,17,14,7,1,43,3,625,608,17,15,11,4,10,6,4,29,1,3,4,10,13,10,66,51
29,Wed,2023-10-25,20:30 (21:30),Cuiabá,0.6,0–1,1.4,Corinthians,"36,620",Arena Pantanal,André Luiz Skettino Policarpo Bento,49%,51%,412,522,442,536,2,18,5,9,4,5,2,2,11,13,6,5,37,17,614,645,11,11,7,10,15,19,17,34,2,0,4,12,19,14,40,61
29,Wed,2023-10-25,21:30,Grêmio,1.0,3–2,0.8,Flamengo,"22,325",Arena do Grêmio,Rodrigo José Pereira de Lima,38%,62%,307,406,575,657,4,11,4,8,2,4,1,4,14,16,6,1,23,7,506,768,19,21,8,4,5,18,13,28,0,0,4,8,19,11,54,54
29,Thu,2023-10-26,21:30,Santos,2.2,2–1,0.8,Coritiba,"12,205",Estádio Urbano Caldeira,Wagner Magalhães,63%,37%,438,545,207,316,6,24,1,2,1,1,5,6,15,21,11,2,39,10,659,441,15,19,5,11,34,20,18,36,1,2,4,10,25,14,66,63
30,Sat,2023-10-28,19:00,América (MG),2.2,3–4,2.2,Grêmio,"3,008",Estádio Raimundo Sampaio,Matheus Delgado Candançan,43%,57%,339,440,472,580,6,15,10,16,7,10,3,6,11,5,5,7,17,16,562,675,18,14,18,9,13,9,20,13,1,1,10,19,17,19,55,59
30,Sat,2023-10-28,19:00,Palmeiras,1.7,1–0,0.1,Bahia,"33,747",Allianz Parque,Rodrigo José Pereira de Lima,63%,37%,481,567,247,340,9,26,1,5,1,1,8,9,15,17,6,1,20,10,669,432,10,14,11,8,19,17,13,19,5,0,7,13,27,21,107,62
30,Sun,2023-10-29,16:00,Goiás,1.1,1–1,0.9,Vasco da Gama,"12,904",Estádio de Hailé Pinheiro,Flavio de Souza,45%,55%,283,386,378,463,6,18,2,5,1,2,5,6,17,12,7,2,26,17,485,587,13,15,6,12,19,12,12,37,0,1,4,10,35,18,58,76
30,Sun,2023-10-29,16:00,Ath Paranaense,1.2,1–1,0.6,São Paulo,"27,604",Estádio Joaquim Américo Guimarães,Rafael Rodrigo Klein,43%,57%,301,380,424,509,5,16,2,5,1,2,4,5,13,12,4,3,19,8,479,584,19,14,8,5,20,13,10,18,3,0,6,14,15,13,51,60
30,Sun,2023-10-29,18:30,Internacional,2.7,3–4,2.7,Coritiba,"36,272",Estádio José Pinheiro Borba,André Luiz Skettino Policarpo Bento,62%,38%,414,512,237,319,8,16,4,10,2,4,6,8,13,18,5,1,29,10,608,430,12,9,4,7,9,15,14,33,0,1,4,7,23,15,48,65
30,Sun,2023-10-29,18:30,Corinthians,1.2,1–1,1.3,Santos,"42,248",Neo Química Arena,Anderson Daronco,61%,39%,393,516,226,325,7,17,1,9,1,1,7,7,22,14,10,3,34,16,616,459,29,6,6,14,20,19,16,25,3,1,10,11,30,18,81,74
30,Sun,2023-10-29,20:00,Botafogo (RJ),2.0,0–1,1.1,Cuiabá,"30,659",Estádio Nilton Santos,Wilton Pereira Sampaio,67%,33%,556,652,234,323,9,32,1,6,0,1,9,9,12,17,7,2,45,9,751,440,14,21,3,7,21,20,11,31,2,4,6,14,26,15,74,81
30,Sat,2023-10-28,22:00,Atlético Mineiro,1.2,2–0,0.8,Fluminense,"23,003",Estádio Governador Magalhães Pinto,Raphael Claus,47%,53%,338,440,415,490,3,18,3,11,3,3,1,3,15,11,9,4,26,14,538,606,25,16,5,5,9,12,12,19,2,2,6,10,18,13,68,36
31,Tue,2023-10-31,19:00,Bahia,0.5,1–0,0.7,Fluminense,"34,319",Itaipava Arena Fonte Nova,Edina Alves Batista,44%,56%,338,439,448,552,5,8,4,17,4,4,4,5,15,16,2,4,11,17,547,648,23,14,8,9,22,15,16,13,1,1,11,3,20,22,72,61
31,Wed,2023-11-01,19:00,Corinthians,1.0,1–0,0.8,Ath Paranaense,"29,870",Neo Química Arena,Leandro Pedro Vuaden,45%,55%,358,455,448,565,3,12,3,19,3,3,2,3,4,11,1,7,11,24,596,670,24,19,13,9,12,6,22,14,2,2,14,8,17,18,66,78
31,Wed,2023-11-01,19:00,Internacional,1.3,1–1,0.3,América (MG),"14,961",Estádio José Pinheiro Borba,Flavio de Souza,56%,44%,447,559,327,438,4,15,2,11,1,2,3,4,15,14,3,5,19,21,667,547,20,14,7,15,13,16,18,16,0,2,10,11,23,16,66,67
31,Wed,2023-11-01,20:00,Coritiba,1.5,1–2,1.4,Grêmio,"24,308",Estádio Major Antônio Couto Pereira,Marcelo de Lima Henrique,52%,48%,361,476,327,446,1,12,4,19,2,4,1,1,11,7,6,11,28,26,605,573,24,14,18,9,17,18,25,24,0,0,12,10,16,21,63,69
31,Wed,2023-11-01,20:00,Flamengo,1.2,1–2,0.6,Santos,"64,708",Estadio Jornalista Mário Filho,Rafael Rodrigo Klein,60%,40%,485,561,296,373,4,8,5,15,3,5,3,4,13,16,1,6,5,16,663,474,20,14,10,14,11,12,10,14,0,2,8,5,21,15,56,59
31,Thu,2023-11-02,16:00 (17:00),Cuiabá,0.6,0–2,1.4,Vasco da Gama,"27,604",Arena Pantanal,Ramon Abatti,51%,49%,435,520,409,496,2,13,3,10,1,3,2,2,13,10,5,1,27,9,602,593,16,17,6,8,11,9,8,21,0,2,7,11,26,19,68,73
31,Thu,2023-11-02,18:00,Goiás,1.5,0–2,3.1,RB Bragantino,"10,182",Estádio de Hailé Pinheiro,Rodrigo José Pereira de Lima,43%,57%,207,315,329,421,5,20,7,23,5,7,5,5,18,18,10,7,24,21,431,549,18,5,7,9,18,28,20,23,5,1,17,10,18,20,74,65
31,Thu,2023-11-02,20:00,São Paulo,0.7,1–0,1.0,Cruzeiro,"50,570",Estádio do Morumbi,Wilton Pereira Sampaio,55%,45%,465,542,374,452,5,13,4,19,4,4,4,5,10,12,3,4,12,10,638,568,11,14,8,5,11,7,8,12,5,1,10,7,16,33,53,47
31,Wed,2023-11-01,21:30,Atlético Mineiro,2.3,3–1,0.4,Fortaleza,"28,898",Estádio Governador Magalhães Pinto,Matheus Delgado Candançan,56%,44%,426,539,313,418,3,10,2,8,1,2,1,3,10,14,0,4,15,13,630,516,22,19,11,10,7,20,8,13,1,1,8,8,21,18,67,73
31,Wed,2023-11-01,21:30,Botafogo (RJ),3.5,3–4,1.7,Palmeiras,"34,913",Estádio Nilton Santos,Braulio da Silva Machado,40%,60%,261,328,414,499,7,17,6,15,2,6,4,7,12,13,2,6,8,36,436,578,17,9,9,10,12,10,28,9,0,3,8,8,13,21,67,67
32,Sat,2023-11-04,19:30,Grêmio,0.5,1–0,0.9,Bahia,"40,154",Arena do Grêmio,Braulio Machado,42%,58%,303,424,469,582,3,7,5,19,5,5,2,3,9,17,5,4,13,15,535,712,12,25,10,13,18,19,21,27,1,0,11,3,24,21,61,64
32,Sat,2023-11-04,19:30,América (MG),1.4,1–1,1.0,Atlético Mineiro,"5,706",Estádio Raimundo Sampaio,Rodrigo José Pereira de Lima,40%,60%,294,403,485,596,4,12,5,15,4,5,3,4,11,20,0,4,14,24,514,692,16,16,10,12,11,10,25,16,0,2,5,9,19,21,60,65
32,Sun,2023-11-05,16:00,Fortaleza,0.8,0–2,0.7,Flamengo,"49,324",Estádio Castelão,Anderson Daronco,52%,48%,438,534,395,484,4,18,5,7,3,5,4,4,9,11,4,3,28,10,629,603,19,20,10,5,11,11,13,33,5,0,6,10,18,19,58,54
32,Sun,2023-11-05,16:00,RB Bragantino,1.1,1–0,0.3,Corinthians,"10,797",Estádio Nabi Abi Chedid,Raphael Claus,54%,46%,321,433,245,366,6,19,2,9,2,2,5,6,14,12,10,6,25,13,578,488,22,23,10,13,20,15,23,23,0,0,9,18,20,34,66,68
32,Sun,2023-11-05,16:00,Cruzeiro,1.4,1–2,0.6,Internacional,"36,801",Estádio Governador Magalhães Pinto,Matheus Delgado Candançan,62%,38%,483,586,270,356,4,19,3,9,1,3,4,4,9,10,8,1,33,6,684,484,13,26,6,13,17,12,5,31,2,0,3,12,29,17,60,65
32,Sun,2023-11-05,18:30,Coritiba,0.3,0–1,1.3,Goiás,"12,942",Estádio Major Antônio Couto Pereira,Rafael Rodrigo Klein,50%,50%,360,473,368,467,2,8,6,22,5,6,2,2,17,22,5,9,22,18,582,586,17,10,4,5,24,23,24,26,0,1,7,9,19,17,55,83
32,Sat,2023-11-04,21:30,Palmeiras,1.5,1–0,0.6,Ath Paranaense,"17,301",Allianz Parque,Wilton Pereira Sampaio,47%,53%,312,429,376,482,6,18,2,15,2,2,5,6,17,17,2,2,13,19,543,606,26,12,5,9,14,12,16,19,2,1,13,9,20,32,90,72
32,Mon,2023-11-06,19:00,Vasco da Gama,0.5,1–0,0.5,Botafogo (RJ),"21,043",Estádio Club de Regatas Vasco da Gama,Leandro Pedro Vuaden,42%,58%,256,369,399,508,3,9,2,12,2,2,2,3,23,13,4,4,19,24,486,621,14,16,12,8,18,24,25,23,2,2,6,3,20,23,70,65
32,Mon,2023-11-06,21:00,Santos,0.1,0–0,0.5,Cuiabá,"12,923",Estádio Urbano Caldeira,Savio Pereira,60%,40%,421,545,258,370,2,4,0,7,0,0,2,2,13,7,4,4,30,19,650,491,13,19,16,6,13,18,15,24,0,1,11,10,35,33,82,78
33,Wed,2023-11-08,19:00,América (MG),0.4,0–3,0.9,Coritiba,"1,943",Estádio Raimundo Sampaio,Marcelo de Lima Henrique,59%,41%,499,598,322,412,3,11,5,10,2,5,3,3,16,13,8,4,29,10,689,512,12,10,14,16,14,9,11,26,0,1,2,9,18,12,53,71
33,Wed,2023-11-08,19:00,Internacional,1.1,0–0,0.5,Fluminense,"18,669",Estádio José Pinheiro Borba,Rodrigo José Pereira de Lima,40%,60%,333,415,549,616,4,20,4,8,4,4,4,4,13,16,5,3,18,9,518,727,18,10,10,10,6,8,7,20,4,0,6,9,18,18,54,36
33,Wed,2023-11-08,20:00,Ath Paranaense,1.2,1–1,0.7,Fortaleza,"19,831",Estádio Joaquim Américo Guimarães,Raphael Claus,57%,43%,303,412,217,313,3,20,3,13,2,3,2,3,20,12,14,2,30,14,532,451,14,18,11,12,20,19,25,35,3,1,14,13,29,21,58,63
33,Wed,2023-11-08,20:00,São Paulo,2.0,1–0,0.5,RB Bragantino,"11,948",Estádio do Morumbi,Flavio de Souza,57%,43%,402,492,259,368,4,14,3,10,3,3,4,4,10,24,9,5,20,25,617,477,15,25,7,10,19,24,26,16,0,2,4,6,20,14,88,56
33,Thu,2023-11-09,19:00,Corinthians,1.5,1–1,1.1,Atlético Mineiro,"30,348",Neo Química Arena,Braulio da Silva Machado,40%,60%,289,390,484,579,9,15,3,14,2,3,8,9,8,19,5,6,17,29,508,694,22,12,6,6,22,21,18,22,3,0,14,4,15,17,65,68
33,Thu,2023-11-09,19:00,Goiás,0.8,0–1,0.9,Santos,"11,836",Estádio de Hailé Pinheiro,Paulo Zanovelli,58%,42%,387,501,264,358,3,13,4,15,3,4,3,3,19,13,5,6,28,14,617,497,16,17,7,16,17,17,21,38,2,1,15,6,32,21,72,69
33,Thu,2023-11-09,20:00,Botafogo (RJ),1.4,3–4,2.0,Grêmio,"17,708",Estádio Nilton Santos,Ramon Abatti,51%,49%,333,439,303,414,5,12,6,13,2,6,2,5,8,17,2,6,18,10,547,509,11,16,11,11,12,13,15,17,0,0,8,10,22,25,61,74
33,Thu,2023-11-09,20:00,Bahia,0.7,0–3,2.0,Cuiabá,"33,931",Itaipava Arena Fonte Nova,Felipe Fernandes de Lima,62%,38%,506,603,293,372,4,15,5,10,3,5,4,4,10,23,7,4,24,20,705,502,25,13,13,13,15,12,14,27,0,3,7,6,23,16,42,60
33,Wed,2023-11-08,21:30,Flamengo,1.4,3–0,1.0,Palmeiras,"64,590",Estadio Jornalista Mário Filho,Rodrigo José Pereira de Lima,51%,49%,483,537,444,506,6,12,1,12,1,1,3,6,13,17,4,5,12,17,642,598,16,14,6,8,6,7,24,15,0,3,5,5,9,13,49,53
34,Sat,2023-11-11,16:00,Coritiba,0.7,1–0,0.6,Cruzeiro,"7,243",Estádio Major Antônio Couto Pereira,Braulio Machado,45%,55%,286,383,362,471,3,7,4,13,4,4,2,3,15,18,1,5,15,27,484,561,11,18,6,11,15,14,24,10,2,1,10,8,22,27,70,75
34,Sat,2023-11-11,18:30,Flamengo,1.2,1–1,1.0,Fluminense,"59,970",Estadio Jornalista Mário Filho,Wilton Pereira Sampaio,42%,58%,335,417,514,582,7,11,4,13,3,4,6,7,13,17,5,2,16,9,500,676,19,13,8,7,14,6,14,21,3,2,7,5,13,17,54,39
34,Sun,2023-11-12,16:00,Grêmio,1.4,0–1,0.6,Corinthians,"49,459",Arena do Grêmio,Rodrigo José Pereira de Lima,73%,27%,557,671,157,242,9,26,4,10,3,4,9,9,15,6,12,1,48,7,779,392,12,17,9,12,18,17,7,48,2,0,7,17,21,13,61,69
34,Sun,2023-11-12,16:00,RB Bragantino,2.9,2–2,0.8,Botafogo (RJ),"9,869",Estádio Nabi Abi Chedid,Anderson Daronco,65%,35%,417,543,168,298,7,25,4,11,2,4,5,7,12,16,7,3,34,13,656,433,10,24,8,10,20,22,12,38,0,3,7,15,27,21,76,90
34,Sun,2023-11-12,17:30 (18:30),Cuiabá,1.6,2–1,0.5,Fortaleza,"14,728",Arena Pantanal,Caio Max Augusto Vieira,36%,64%,296,373,576,674,3,6,3,13,2,3,2,3,7,15,2,9,12,46,474,745,12,11,4,4,15,7,36,8,2,2,8,3,13,18,62,75
34,Sun,2023-11-12,18:30,Santos,0.7,0–0,1.6,São Paulo,"13,442",Estádio Urbano Caldeira,Raphael Claus,30%,70%,209,280,553,649,3,11,3,12,3,3,3,3,12,14,1,4,10,20,405,739,21,16,9,4,19,8,27,11,1,1,7,5,13,36,46,76
34,Sun,2023-11-12,18:30,Atlético Mineiro,1.2,2–1,1.0,Goiás,"29,173",,Marcelo de Lima Henrique,48%,52%,336,433,372,477,3,7,5,21,4,5,2,3,17,16,3,7,14,24,549,570,15,13,6,9,15,25,24,15,1,3,13,5,9,19,59,72
34,Sun,2023-11-12,18:30,Bahia,2.5,1–1,0.7,Ath Paranaense,"33,214",Itaipava Arena Fonte Nova,Rafael Rodrigo Klein,51%,49%,348,463,329,438,4,27,4,6,3,4,4,4,8,14,11,5,29,12,587,578,20,15,12,15,20,17,16,27,0,0,4,12,23,16,60,74
34,Sun,2023-11-12,18:30,Vasco da Gama,1.7,2–1,2.5,América (MG),"19,478",Estádio Club de Regatas Vasco da Gama,Savio Pereira,49%,51%,350,438,365,452,6,17,6,16,5,6,4,6,13,12,7,8,32,31,542,549,12,13,4,8,12,22,32,25,0,0,5,6,20,19,75,61
34,Sat,2023-11-11,21:00,Palmeiras,1.7,3–0,0.7,Internacional,"19,358",Allianz Parque,Paulo Zanovelli,39%,61%,281,380,508,600,10,18,5,7,5,5,7,10,13,13,6,3,15,12,479,701,21,10,9,7,17,5,14,16,3,1,4,8,15,24,63,44
30,Sat,2023-11-18,18:30,Fortaleza,1.2,0–1,0.9,Cruzeiro,"30,804",Estádio Castelão,Savio Pereira,53%,47%,299,406,288,365,7,18,2,7,1,2,7,7,16,14,11,1,37,9,491,472,18,10,8,5,19,8,8,36,6,0,6,9,15,17,55,58
33,Wed,2023-11-22,19:00,Cruzeiro,1.5,2–2,0.8,Vasco da Gama,,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,49%,51%,323,424,345,441,3,13,4,9,2,4,2,3,12,9,7,5,23,20,525,544,13,10,8,4,12,17,19,25,3,6,8,9,25,32,70,74
29,Thu,2023-11-23,19:00,Fortaleza,2.0,2–2,0.8,Botafogo (RJ),"25,828",Estádio Castelão,Ramon Abatti,31%,69%,190,273,505,597,4,15,1,9,0,1,2,4,17,19,4,5,15,16,384,707,17,17,8,3,15,15,28,12,2,0,7,7,17,25,61,57
32,Wed,2023-11-22,21:30,Fluminense,1.0,1–0,0.1,São Paulo,"44,694",Estadio Jornalista Mário Filho,André Luiz Skettino Policarpo Bento,59%,41%,466,530,289,364,8,24,1,4,1,1,7,8,25,14,3,4,22,10,625,454,16,14,5,5,8,5,8,25,1,2,3,11,14,18,38,65
30,Thu,2023-11-23,21:30,Flamengo,1.1,1–0,1.3,RB Bragantino,"57,699",Estadio Jornalista Mário Filho,Braulio Machado,53%,47%,357,476,327,426,4,16,3,19,3,3,3,4,10,15,8,6,20,16,576,547,19,14,7,11,16,14,14,22,2,2,7,7,18,15,72,62
35,Sat,2023-11-25,19:30,Ath Paranaense,1.5,0–0,0.6,Vasco da Gama,"22,056",Estádio Joaquim Américo Guimarães,Anderson Daronco,55%,45%,371,469,294,388,4,18,2,8,2,2,4,4,15,19,5,1,25,9,565,490,10,11,7,8,12,14,8,29,2,2,7,17,28,23,54,85
35,Fri,2023-11-24,21:00,Corinthians,0.9,1–5,2.7,Bahia,"39,403",Neo Química Arena,Marcelo de Lima Henrique,65%,35%,564,660,274,353,4,14,5,11,2,5,3,4,9,14,3,3,22,6,745,469,14,19,8,16,8,14,4,25,1,1,1,12,29,14,55,50
35,Sun,2023-11-26,16:00,Atlético Mineiro,2.1,3–0,1.1,Grêmio,"39,337",Arena MRV,Braulio Machado,44%,56%,372,453,480,567,6,17,5,21,5,5,3,6,10,12,7,7,13,15,575,674,21,18,11,9,9,16,27,8,1,0,9,8,10,11,65,45
35,Sun,2023-11-26,16:00,Botafogo (RJ),1.6,1–1,0.3,Santos,"26,548",Estádio Nilton Santos,Wilton Pereira Sampaio,46%,54%,328,411,381,476,4,18,5,8,4,5,3,4,14,15,4,5,19,14,533,584,17,23,9,4,16,17,23,16,1,4,4,15,24,22,70,73
35,Sun,2023-11-26,18:30,São Paulo,0.8,0–0,0.1,Cuiabá,"34,252",Estádio do Morumbi,Paulo Zanovelli,62%,38%,637,718,357,439,4,19,0,3,0,0,4,4,12,11,5,1,22,17,804,533,10,11,12,8,6,6,9,24,1,2,3,11,20,19,46,63
35,Sun,2023-11-26,18:30,Fortaleza,1.8,2–2,0.8,Palmeiras,"39,504",Estádio Castelão,André Luiz Skettino Policarpo Bento,38%,62%,223,294,386,477,7,20,5,13,3,5,5,7,18,11,4,7,10,20,404,557,14,12,12,3,12,9,28,6,0,1,7,12,17,10,54,50
35,Sun,2023-11-26,18:30,América (MG),0.5,0–3,3.0,Flamengo,"39,900",Estádio Raimundo Sampaio,Rodrigo José Pereira de Lima,43%,57%,340,413,467,556,1,11,8,24,5,8,1,1,9,13,3,7,15,23,529,650,12,16,7,7,7,8,25,13,0,0,10,8,11,16,49,50
35,Sun,2023-11-26,18:30,Internacional,1.1,1–0,0.5,RB Bragantino,"22,170",Estádio José Pinheiro Borba,Felipe Fernandes de Lima,34%,66%,194,307,469,588,1,7,5,13,5,5,1,1,18,13,4,7,9,27,424,693,19,15,10,9,19,17,30,11,0,4,11,5,17,15,63,90
35,Sat,2023-11-25,21:00,Fluminense,1.9,2–1,0.8,Coritiba,"19,919",Estadio Jornalista Mário Filho,Matheus Delgado Candançan,64%,36%,571,643,275,357,8,21,2,15,1,2,6,8,15,10,6,5,11,11,777,481,23,20,14,15,14,9,10,19,1,3,10,8,17,22,46,53
35,Mon,2023-11-27,21:00,Goiás,0.4,0–1,0.9,Cruzeiro,"9,143",Estádio de Hailé Pinheiro,Ramon Abatti,49%,51%,309,406,326,415,3,10,7,12,6,7,3,3,18,17,4,5,20,21,502,510,10,13,11,10,16,18,24,17,0,3,7,12,21,20,78,75
36,Wed,2023-11-29,19:00 (20:00),Cuiabá,0.6,0–2,1.4,Internacional,"12,527",Arena Pantanal,Dyorgines José Padovani Andrade,45%,55%,353,430,461,524,1,10,4,12,2,4,1,1,13,12,2,5,19,13,500,609,13,10,5,7,18,4,10,15,1,1,5,9,17,18,46,56
36,Wed,2023-11-29,19:00,Santos,1.5,0–3,1.1,Fluminense,"12,855",Estádio Urbano Caldeira,Anderson Daronco,29%,71%,247,315,676,759,8,27,5,9,2,5,8,8,18,9,5,3,25,8,423,856,17,20,8,3,9,12,7,25,3,0,2,16,15,17,44,43
36,Wed,2023-11-29,19:30,Flamengo,1.2,0–3,1.1,Atlético Mineiro,"65,305",Estadio Jornalista Mário Filho,Ramon Abatti,59%,41%,532,628,357,440,4,19,6,11,3,6,4,4,12,12,10,1,42,4,727,576,15,14,7,19,19,9,4,46,0,3,3,16,29,11,51,72
36,Wed,2023-11-29,20:00,Bahia,0.9,0–1,1.0,São Paulo,"46,288",Itaipava Arena Fonte Nova,Braulio Machado,33%,67%,231,307,546,629,3,14,5,14,4,5,3,3,15,11,3,5,15,14,423,718,22,12,12,5,9,12,16,10,0,3,7,5,11,14,38,58
36,Tue,2023-11-28,21:30,Vasco da Gama,1.4,2–4,1.4,Corinthians,"20,220",Estádio Club de Regatas Vasco da Gama,Savio Pereira,53%,47%,487,581,445,518,8,20,5,14,1,5,6,8,9,5,8,3,45,14,682,652,12,10,8,3,11,18,19,46,0,1,4,10,21,14,63,47
36,Thu,2023-11-30,19:00,Grêmio,1.1,2–1,0.6,Goiás,"36,875",Arena do Grêmio,Marcelo de Lima Henrique,51%,49%,368,482,363,471,8,13,6,14,5,6,6,8,16,14,6,3,17,12,604,597,16,18,11,17,14,19,14,19,0,1,6,5,25,17,61,80
